Date,Actual_Price,Linear_Regression,Random_Forest,Gradient_Boosting,ARIMA
2018-10-06,658831.0,547048.0655457242,417854.87,141514.61517439308,434850.03770102863
2018-10-07,660295.0,471774.89152172534,497564.3,393332.51881216164,434850.03770637704
2018-10-08,665223.0,473913.06678017473,512194.48,426107.16863788356,434850.0377014127
2018-10-09,664264.0,666197.3550199546,538009.36,382927.146138623,434850.0377060206
2018-10-10,658553.0,583711.6416910195,493840.45,361661.8641994016,434850.0377017436
2018-10-11,625624.0,580252.8554496666,481708.48,328915.33424573956,434850.0377057135
2018-10-12,627458.0,574543.6685371313,463495.39,328426.00103591935,434850.03770202864
2018-10-13,628599.0,612643.2543240086,494017.06,392886.14009660867,434850.03770544886
2018-10-14,629093.0,605243.844376848,487598.54,393021.45044832834,434850.0377022742
2018-10-15,659654.0,591453.8891378647,494308.98,362156.03319660824,434850.0377052209
2018-10-16,659611.0,610546.8646185431,505541.09,425788.6221494464,434850.0377024858
2018-10-17,654443.0,598974.1203875125,491251.6,361488.8114722636,434850.03770502453
2018-10-18,647671.0,626365.4422680776,482519.04,329028.40848803037,434850.0377026681
2018-10-19,646541.0,656303.4602698255,493129.14,392886.14009660867,434850.0377048553
2018-10-20,648919.0,741727.4067009088,409966.66,140490.15742480016,434850.03770282515
2018-10-21,648235.0,746383.0476336069,412904.56,140062.14088487037,434850.03770470957
2018-10-22,648716.0,643144.3229514012,487930.55,426260.08342821005,434850.0377029605
2018-10-23,647574.0,659354.9199146859,498128.94,425735.4539451532,434850.03770458396
2018-10-24,649584.0,660054.275199116,500771.58,425981.41991007095,434850.037703077
2018-10-25,647629.0,659014.1557654395,487225.36,393433.6811686856,434850.03770447575
2018-10-26,647475.0,662640.8288308715,479551.73,374221.10592959105,434850.0377031775
2018-10-27,648038.0,689904.8124298552,488142.74,438355.29908369895,434850.03770438256
2018-10-28,648639.0,690567.3085595228,488389.83,438315.9749368398,434850.03770326404
2018-10-29,633263.0,668018.6673706964,488170.99,471091.522757271,434850.03770430223
2018-10-30,633427.0,687970.9620521937,495809.5,470003.3180805381,434850.03770333854
2018-10-31,631761.0,682503.750369686,495809.5,470532.9757060139,434850.037704233
2018-11-01,637778.0,716057.4371865679,486987.75,325864.21061888756,434850.0377034028
2018-11-02,638844.0,735543.9590354385,501148.87,388762.55849344423,434850.0377041734
2018-11-03,636126.0,732694.126954382,496725.93,389902.86563285085,434850.0377034581
2018-11-04,637613.0,730013.909046586,496725.93,391806.4339417363,434850.037704122
2018-11-05,641966.0,735971.0574454296,512029.99,425414.5972220206,434850.0377035058
2018-11-06,646101.0,736028.6612765609,506546.3,424004.51411409903,434850.0377040778
2018-11-07,653014.0,710234.2929453778,401583.73,301347.2572531032,434850.03770354687
2018-11-08,645372.0,738866.7166896746,504304.55,392927.84405129304,434850.03770403966
2018-11-09,638562.0,710605.4994149781,393987.95,266668.0533016969,434850.03770358226
2018-11-10,640922.0,742665.6301267233,494692.63,392225.36005216785,434850.0377040068
2018-11-11,641127.0,742517.8625067588,494835.03,391190.097599303,434850.03770361276
2018-11-12,637127.0,743190.0731797764,510437.14,424884.38334189897,434850.03770397854
2018-11-13,635949.0,739851.229943036,504102.09,425235.1309943025,434850.037703639
2018-11-14,573835.0,712113.2034811357,470725.23,373497.23802122404,434850.03770395415
2018-11-15,564803.0,705924.444497732,484382.03,85189.09325565242,434850.03770366166
2018-11-16,557555.0,688630.5132843701,577383.96,634024.9101073092,434850.0377039332
2018-11-17,555433.0,670252.2941247063,577114.93,634858.7688031744,434850.03770368116
2018-11-18,562354.0,653398.3125148292,582699.75,639108.5721533829,434850.0377039151
2018-11-19,487149.0,607254.4581397576,471998.17,260288.2186294533,434850.037703698
2018-11-20,445187.0,571239.4268914335,458987.17,254154.88080690114,434850.0377038995
2018-11-21,460217.0,565306.6228563596,458864.39,252791.41571642528,434850.0377037124
2018-11-22,436594.0,529747.8201785397,440222.9,248180.22073951014,434850.03770388605
2018-11-23,434711.0,486363.4286671747,392849.52,224966.116763489,434850.03770372487
2018-11-24,388076.0,463293.1684290369,410685.87,213937.55241895467,434850.03770387446
2018-11-25,400997.0,434326.52067265427,400544.56,210413.40468038825,434850.03770373564
2018-11-26,377913.0,412089.85001342196,404911.79,247063.8235010206,434850.0377038645
2018-11-27,382072.0,406246.5130409792,403666.24,263465.77774957975,434850.0377037449
2018-11-28,425742.0,386053.46541884827,409928.34,300907.97023450944,434850.03770385595
2018-11-29,427885.0,365498.32772230636,390884.47,291062.4094950601,434850.03770375287
